loss_pol_entpen,EpisodesSoFar,ev_tdlam_before,loss_vf_loss,loss_kl,loss_pol_surr,TimeElapsed,loss_ent,EpRewMean,EpThisIter,TimestepsSoFar,EpLenMean
0.0,4632,0.8750700503587723,0.008881806,0.0053998297,-0.019900974,3404.2177300453186,0.58525044,-4.81,7,2637824,585.52
0.0,4639,0.8692047744989395,0.007760788,0.008148122,-0.024810886,3406.6139562129974,0.6300027,-4.81,7,2641920,583.99
0.0,4646,0.8205553591251373,0.008790959,0.0060162474,-0.019937312,3408.920413017273,0.60807335,-4.78,7,2646016,586.5
0.0,4653,0.8547485321760178,0.0070713507,0.006470082,-0.01950381,3411.394905090332,0.5992957,-4.78,7,2650112,583.79
0.0,4661,0.8668352365493774,0.007017928,0.006195099,-0.022323903,3413.622917175293,0.5595572,-4.8,8,2654208,580.5
0.0,4668,0.862674817442894,0.009025387,0.006246332,-0.021444397,3415.8276722431183,0.5316409,-4.8,7,2658304,573.95
0.0,4676,0.856041669845581,0.00797019,0.0061592143,-0.020652702,3418.043824195862,0.57224286,-4.83,8,2662400,570.77
0.0,4683,0.8688562363386154,0.007162173,0.0068273786,-0.024638422,3420.2180490493774,0.5624641,-4.84,7,2666496,572.22
0.0,4690,0.8259531259536743,0.0101745315,0.0059376,-0.019729756,3422.448151111603,0.5750472,-4.85,7,2670592,573.02
0.0,4698,0.8373543918132782,0.009201431,0.005450497,-0.020860406,3424.545750141144,0.5454181,-4.85,8,2674688,570.15
0.0,4705,0.8439587950706482,0.007795863,0.007701272,-0.02339101,3426.737978219986,0.5768448,-4.87,7,2678784,570.23
0.0,4712,0.8714727759361267,0.008375606,0.0070718285,-0.02245933,3429.0674362182617,0.6438552,-4.86,7,2682880,575.43
0.0,4719,0.8565055727958679,0.0084742615,0.0064062704,-0.021622688,3431.3327531814575,0.63168216,-4.86,7,2686976,575.18
0.0,4725,0.8301438689231873,0.010406518,0.008167583,-0.024025168,3433.4621572494507,0.63166946,-4.85,6,2691072,575.03
0.0,4733,0.8484908193349838,0.009250751,0.005543404,-0.018956712,3435.5821430683136,0.5686041,-4.85,8,2695168,570.87
0.0,4741,0.8540251702070236,0.008077283,0.006526439,-0.020787,3437.72731924057,0.5505366,-4.85,8,2699264,566.85
0.0,4748,0.8856200128793716,0.008708542,0.006548724,-0.022216935,3439.921319961548,0.5919577,-4.89,7,2703360,561.2
0.0,4755,0.8714814782142639,0.008472461,0.0064008255,-0.022713535,3442.518044233322,0.5733817,-4.89,7,2707456,563.24
0.0,4762,0.8009543269872665,0.008372218,0.0058708396,-0.017196119,3444.6647469997406,0.5834829,-4.88,7,2711552,561.05
0.0,4769,0.8677380084991455,0.007876208,0.0062253964,-0.019946601,3446.9807481765747,0.5995085,-4.87,7,2715648,565.73
0.0,4776,0.7838494181632996,0.00917032,0.0074193333,-0.022755612,3449.46346616745,0.5969564,-4.83,7,2719744,572.99
0.0,4783,0.830480769276619,0.009011181,0.00595768,-0.021386769,3451.941730260849,0.60758084,-4.82,7,2723840,573.06
0.0,4790,0.8721066862344742,0.007667682,0.007052035,-0.022020731,3454.2664482593536,0.63649714,-4.83,7,2727936,571.6
0.0,4798,0.8763005062937737,0.008022788,0.006062105,-0.020114653,3456.6036632061005,0.59184563,-4.85,8,2732032,572.12
0.0,4805,0.8659973293542862,0.007851155,0.0060878256,-0.021001237,3458.947833299637,0.61672676,-4.84,7,2736128,573.89
0.0,4813,0.8445883989334106,0.008294883,0.0056961607,-0.021547683,3460.9643301963806,0.55391943,-4.84,8,2740224,565.8
0.0,4820,0.8191278576850891,0.007482118,0.0067911344,-0.022602247,3463.0189311504364,0.63516074,-4.84,7,2744320,568.16
0.0,4827,0.8695387095212936,0.0071613197,0.006861902,-0.018650781,3465.0363142490387,0.5949373,-4.88,7,2748416,564.15
0.0,4833,0.8703169822692871,0.006970777,0.0069211433,-0.021417703,3666.6641552448273,0.6292603,-4.88,6,2752512,569.73
0.0,4841,0.845174714922905,0.008101635,0.005503065,-0.02136416,3668.8293073177338,0.62298524,-4.87,8,2756608,573.46
0.0,4848,0.8341976851224899,0.008723553,0.0056118444,-0.02019722,3671.2341861724854,0.5331079,-4.87,7,2760704,570.9
0.0,4855,0.8640172183513641,0.008511795,0.006047815,-0.018432096,3673.4453041553497,0.6462838,-4.86,7,2764800,574.06
0.0,4862,0.8545096814632416,0.009698257,0.006123705,-0.022856763,3675.5993700027466,0.5960059,-4.86,7,2768896,574.47
0.0,4870,0.8521748632192612,0.0102367345,0.007501184,-0.020845193,3677.7613592147827,0.59860206,-4.86,8,2772992,571.54
0.0,4877,0.821896106004715,0.009564513,0.0050052353,-0.020758886,3680.1133620738983,0.5861218,-4.9,7,2777088,561.4
0.0,4884,0.8555554002523422,0.008834355,0.0057861903,-0.01928357,3682.131151199341,0.62418276,-4.89,7,2781184,567.08
0.0,4891,0.8303039968013763,0.008357875,0.0070395353,-0.021901848,3684.0871081352234,0.63479686,-4.88,7,2785280,569.15
0.0,4899,0.8374781757593155,0.009101006,0.0053293137,-0.019975666,3686.0958001613617,0.5622326,-4.87,8,2789376,568.9
0.0,4906,0.8647627085447311,0.00778236,0.0063751596,-0.02055676,3688.35871219635,0.6227011,-4.88,7,2793472,567.07
0.0,4914,0.8256282955408096,0.010309286,0.0052987766,-0.019166054,3690.6585001945496,0.57303494,-4.87,8,2797568,569.43
0.0,4921,0.8329127132892609,0.009845057,0.006179523,-0.01887852,3692.932501077652,0.5661463,-4.87,7,2801664,566.0
0.0,4929,0.8578448742628098,0.008518167,0.005464644,-0.019169256,3695.1168882846832,0.5952294,-4.87,8,2805760,560.64
